text,intent
Saya mau cek catatan keluhan pusing terakhir,anc_tracker
Tolong tampilkan riwayat semua laboratorium ANC saya,anc_tracker
Apa tindakan medis yang pernah saya dapat?,anc_tracker
Tampilkan nama petugas yang memeriksa saya,anc_tracker
Bisa lihat data ANC kunjungan tanggal terakhir?,anc_tracker
Saya ingin tahu usia kehamilan saat kunjungan kemarin,anc_tracker
Perlihatkan semua catatan pemeriksaan ANC saya,anc_tracker
Tolong tampilkan riwayat kesehatan saya saat hamil,anc_tracker
Apa saja keluhan yang pernah saya laporkan?,anc_tracker
Bagaimana hasil cek urin pada kunjungan terakhir?,anc_tracker
Tolong tampilkan riwayat tekanan darah setiap minggu,anc_tracker
Saya mau cek apakah ada bengkak kaki tercatat,anc_tracker
Perlihatkan catatan berat badan trimester kedua,anc_tracker
Bisa tampilkan grafik tinggi fundus saya?,anc_tracker
Saya mau tahu hasil detak jantung janin tiap kunjungan,anc_tracker
Apa lingkar lengan saya masih normal?,anc_tracker
Perlihatkan semua keluhan sejak awal kehamilan,anc_tracker
Saya mau lihat catatan tindakan Fe tablet saya,anc_tracker
Siapa bidan yang memeriksa saya di bulan lalu?,anc_tracker
Tolong tampilkan semua hasil pemeriksaan ANC trimester 3,anc_tracker
Saya mau tahu kondisi kesehatan saya saat ANC terakhir,anc_tracker
Bisa tampilkan catatan ANC yang berisi tekanan darah?,anc_tracker
Saya ingin cek riwayat berat badan naik turun,anc_tracker
Bagaimana hasil laboratorium saya selama ANC?,anc_tracker
Apa saja catatan medis ANC terakhir saya?,anc_tracker
Tolong tunjukkan pemeriksaan ANC lengkap bulan ini,anc_tracker
Tolong tampilkan catatan pemeriksaan ANC saya,anc_tracker
Saya mau lihat riwayat kunjungan kehamilan,anc_tracker
Ada data tekanan darah saya terakhir?,anc_tracker
Cek berat badan ibu hamil di kunjungan kemarin,anc_tracker
Saya ingin tahu hasil pemeriksaan laboratorium ANC,anc_tracker
Lihat data DJJ bayi dari pemeriksaan,anc_tracker
Tampilkan tinggi fundus uteri terakhir,anc_tracker
Apa ada keluhan yang pernah dicatat di kunjungan?,anc_tracker
Periksa catatan LILA dari kunjungan kemarin,anc_tracker
Saya mau cek data edema pada kunjungan ANC,anc_tracker
Tolong tunjukkan semua catatan pemeriksaan kehamilan,anc_tracker
Ada hasil lab Hb dan urin terakhir?,anc_tracker
Bagaimana tekanan darah di kunjungan minggu lalu?,anc_tracker
Lihat riwayat berat badan selama ANC,anc_tracker
Apakah ada catatan tindakan yang sudah diberikan?,anc_tracker
Saya ingin lihat catatan kunjungan ANC lengkap,anc_tracker
Cek denyut jantung janin yang terakhir diperiksa,anc_tracker
Lihat ringkasan pemeriksaan kehamilan saya,anc_tracker
Ada data keluhan pusing atau nyeri yang tercatat?,anc_tracker
Tampilkan hasil pemeriksaan urin,anc_tracker
Saya mau tahu usia kehamilan di kunjungan terakhir,anc_tracker
Coba tampilkan data pemeriksaan TFU,anc_tracker
Lihat riwayat semua tindakan yang diberikan dokter,anc_tracker
Bagaimana hasil pemeriksaan protein urin saya?,anc_tracker
Cek lingkar lengan atas dari kunjungan sebelumnya,anc_tracker
Saya ingin melihat riwayat DJJ janin,anc_tracker
Ada catatan edema atau pembengkakan kaki?,anc_tracker
Tampilkan semua hasil laboratorium ANC,anc_tracker
Periksa kembali data tekanan darah hamil,anc_tracker
Lihat data berat badan ibu hamil,anc_tracker
Saya ingin tahu semua keluhan yang pernah dicatat,anc_tracker
Ada riwayat tindakan pemberian tablet Fe?,anc_tracker
Cek hasil laboratorium terakhir,anc_tracker
Tolong tampilkan tinggi fundus pada kunjungan ANC,anc_tracker
Lihat catatan lengkap kunjungan hamil,anc_tracker
Apakah ada pemeriksaan urin positif protein?,anc_tracker
Saya ingin tahu catatan DJJ minggu lalu,anc_tracker
Tampilkan pemeriksaan edema terakhir,anc_tracker
Coba lihat riwayat tekanan darah lengkap,anc_tracker
Lihat catatan laboratorium ANC,anc_tracker
Saya ingin cek catatan LILA,anc_tracker
Ada hasil TFU di kunjungan terakhir?,anc_tracker
Tolong tampilkan semua data pemeriksaan hamil,anc_tracker
Cek catatan keluhan pasien ANC,anc_tracker
Lihat tindakan rujuk yang pernah dilakukan,anc_tracker
Saya ingin tahu perkembangan berat badan ibu,anc_tracker
Bagaimana hasil pemeriksaan Hb terakhir?,anc_tracker
Tampilkan semua catatan DJJ,anc_tracker
Cek usia kehamilan dari kunjungan terakhir,anc_tracker
Saya ingin lihat tekanan darah terkini,anc_tracker
Periksa riwayat laboratorium ANC saya,anc_tracker
Saya mau lihat catatan pemeriksaan kehamilan terakhir,anc_tracker
Tolong tampilkan hasil kunjungan ANC saya,anc_tracker
Ada data tekanan darah kehamilan saya?,anc_tracker
Lihat riwayat pemeriksaan kehamilan minggu ini,anc_tracker
Cek berat badan saya saat kontrol hamil kemarin,anc_tracker
Saya ingin tahu hasil denyut jantung janin,anc_tracker
Periksa data lingkar lengan ibu hamil,anc_tracker
Tampilkan tinggi fundus uteri dari pemeriksaan terakhir,anc_tracker
Saya mau tahu ada edema atau tidak di kunjungan terakhir,anc_tracker
Ada catatan keluhan waktu ANC saya?,anc_tracker
Coba buka hasil laboratorium ANC,anc_tracker
Saya pengen lihat riwayat tindakan yang diberikan,anc_tracker
Tolong cek data ANC sesuai usia kehamilan saya,anc_tracker
Ada catatan pemeriksaan tekanan darah minggu lalu?,anc_tracker
Saya ingin lihat rekam medis kehamilan,anc_tracker
Coba tampilkan hasil pemeriksaan laboratorium,anc_tracker
Data terakhir berat badan ibu hamil ada?,anc_tracker
Tolong tampilkan riwayat denyut janin,anc_tracker
Apa ada catatan edema dari ANC?,anc_tracker
Lihat hasil ANC berdasarkan tanggal kunjungan,anc_tracker
Saya ingin melihat semua catatan ANC saya,anc_tracker
Tampilkan pemeriksaan TFU terakhir,anc_tracker
Ada catatan laboratorium Hb saya?,anc_tracker
Saya mau tahu tindakan yang diberikan dokter,anc_tracker
Cek keluhan pasien di kunjungan terakhir,anc_tracker
Saya ingin membuka hasil ANC lengkap,anc_tracker
Tolong tampilkan catatan tekanan darah,anc_tracker
Periksa data pemeriksaan lingkar lengan,anc_tracker
Saya ingin lihat berat badan saat usia 20 minggu,anc_tracker
Coba tampilkan catatan ANC sesuai ID kunjungan,anc_tracker
Saya mau tahu pemeriksaan urin dari ANC,anc_tracker
Lihat keluhan yang tercatat dalam ANC,anc_tracker
Ada catatan pemeriksaan protein urin?,anc_tracker
Saya ingin cek data pemeriksaan denyut janin,anc_tracker
Coba tampilkan semua hasil laboratorium,anc_tracker
"Saya mau lihat catatan BB, TFU, DJJ terakhir",anc_tracker
Tolong periksa tekanan darah di minggu ke 32,anc_tracker
Ada data ANC yang mencatat edema?,anc_tracker
Saya ingin melihat hasil pemeriksaan fisik kehamilan,anc_tracker
Cek riwayat pemeriksaan ANC secara lengkap,anc_tracker
Tampilkan catatan ANC sesuai tanggal,anc_tracker
Saya mau lihat hasil pemeriksaan lingkar lengan,anc_tracker
Periksa catatan tindakan rujukan dari ANC,anc_tracker
Saya pengen tahu hasil pemeriksaan laboratorium urin,anc_tracker
Coba tampilkan hasil keluhan terakhir,anc_tracker
Ada catatan denyut jantung janin minggu lalu?,anc_tracker
Saya mau lihat tekanan darah selama ANC,anc_tracker
Tolong tampilkan data berat badan di semua kunjungan,anc_tracker
Cek semua riwayat ANC saya dari awal,anc_tracker
Saya ingin melihat catatan ANC terbaru,anc_tracker
Tolong tampilkan catatan imunisasi saya,imunisasi_tracker
Saya mau lihat riwayat imunisasi TT,imunisasi_tracker
Ada data imunisasi COVID-19 untuk saya?,imunisasi_tracker
Tunjukkan daftar imunisasi yang sudah saya terima,imunisasi_tracker
Saya ingin cek dosis imunisasi terakhir,imunisasi_tracker
Bisa tampilkan imunisasi ibu hamil saya?,imunisasi_tracker
Saya ingin tahu jadwal imunisasi saya sebelumnya,imunisasi_tracker
Tampilkan imunisasi TT1 dan TT2,imunisasi_tracker
Apa saja imunisasi yang sudah saya jalani?,imunisasi_tracker
Saya mau lihat catatan vaksin TT,imunisasi_tracker
Coba cek riwayat imunisasi saya,imunisasi_tracker
Imunisasi apa yang sudah diberikan ke saya?,imunisasi_tracker
Saya ingin tahu dosis ke berapa imunisasi saya,imunisasi_tracker
Tolong tunjukkan data imunisasi COVID saya,imunisasi_tracker
Imunisasi saya yang terakhir apa ya?,imunisasi_tracker
Saya mau lihat jadwal pemberian imunisasi,imunisasi_tracker
Tolong tampilkan semua catatan vaksinasi saya,imunisasi_tracker
Saya ingin lihat dosis imunisasi terakhir,imunisasi_tracker
Tunjukkan riwayat imunisasi kehamilan saya,imunisasi_tracker
Saya mau tahu apa saya sudah dapat TT2,imunisasi_tracker
Apakah ada data imunisasi yang sudah saya lakukan?,imunisasi_tracker
Saya ingin cek imunisasi trimester ini,imunisasi_tracker
Tolong tampilkan imunisasi saya selama hamil,imunisasi_tracker
Ada catatan imunisasi COVID-19 untuk saya?,imunisasi_tracker
Saya ingin tahu efek samping imunisasi yang dicatat,imunisasi_tracker
Coba tampilkan semua imunisasi saya,imunisasi_tracker
Saya mau lihat data imunisasi ibu hamil saya,imunisasi_tracker
Tunjukkan dosis keberapa imunisasi saya sekarang,imunisasi_tracker
Saya ingin cek imunisasi terakhir yang saya dapat,imunisasi_tracker
Tolong cek apakah saya sudah imunisasi TT1,imunisasi_tracker
Saya mau tahu catatan imunisasi hamil saya,imunisasi_tracker
Bisa tampilkan detail imunisasi TT saya?,imunisasi_tracker
Saya ingin lihat riwayat imunisasi COVID,imunisasi_tracker
Tolong tampilkan semua vaksin yang saya terima,imunisasi_tracker
Saya mau cek dosis imunisasi terakhir yang saya jalani,imunisasi_tracker
Saya ingin tahu catatan imunisasi trimester lalu,imunisasi_tracker
Tunjukkan imunisasi ibu hamil yang sudah dilakukan,imunisasi_tracker
Saya mau tahu catatan vaksin TT selama hamil,imunisasi_tracker
Tolong tampilkan imunisasi yang pernah saya dapatkan,imunisasi_tracker
Saya ingin tahu catatan imunisasi terakhir,imunisasi_tracker
Apa saja imunisasi yang tercatat untuk saya?,imunisasi_tracker
Saya mau lihat riwayat imunisasi kehamilan,imunisasi_tracker
Tolong cek daftar vaksin COVID-19 saya,imunisasi_tracker
Saya ingin lihat imunisasi TT yang saya dapat,imunisasi_tracker
Ada catatan imunisasi ibu untuk saya?,imunisasi_tracker
Tunjukkan dosis imunisasi yang pernah saya terima,imunisasi_tracker
Saya ingin lihat efek samping imunisasi saya,imunisasi_tracker
Saya mau cek catatan vaksin TT2,imunisasi_tracker
Tolong tampilkan semua imunisasi yang sudah dicatat,imunisasi_tracker
Saya ingin lihat imunisasi hamil yang pernah dilakukan,imunisasi_tracker
Tolong tampilkan catatan imunisasi saya selama hamil,imunisasi_tracker
Saya mau lihat riwayat vaksin TT dan COVID-19,imunisasi_tracker
Ada data imunisasi ibu hamil yang sudah dicatat?,imunisasi_tracker
Bisakah saya cek dosis imunisasi TT yang sudah saya terima?,imunisasi_tracker
Lihat daftar imunisasi yang pernah diberikan saat hamil,imunisasi_tracker
Saya ingin mengetahui imunisasi apa saja yang sudah saya dapat,imunisasi_tracker
Cek riwayat imunisasi lengkap untuk kehamilan ini,imunisasi_tracker
Tampilkan jadwal imunisasi ibu hamil saya,imunisasi_tracker
Saya sudah dapat vaksin ke berapa ya?,imunisasi_tracker
Tolong tunjukkan catatan pemberian imunisasi,imunisasi_tracker
Apakah ada catatan imunisasi TT1 saya?,imunisasi_tracker
Saya mau tahu kapan terakhir imunisasi diberikan,imunisasi_tracker
Lihat riwayat vaksin TT2 dan catatannya,imunisasi_tracker
Saya ingin tahu dosis imunisasi yang sudah dilakukan,imunisasi_tracker
Tolong cek data imunisasi saya di sistem,imunisasi_tracker
Apa saja imunisasi yang sudah tercatat untuk saya?,imunisasi_tracker
Cek imunisasi yang sudah masuk di kehamilan ini,imunisasi_tracker
Saya ingin melihat catatan vaksin selama kehamilan,imunisasi_tracker
Tolong periksa apakah imunisasi COVID-19 sudah tercatat,imunisasi_tracker
Saya mau lihat riwayat pemberian vaksin TT,imunisasi_tracker
Apakah imunisasi saya sudah lengkap?,imunisasi_tracker
Lihat dosis vaksin apa saja yang pernah diberikan,imunisasi_tracker
Saya ingin melihat detail imunisasi yang sudah diberikan,imunisasi_tracker
Bisakah sistem menampilkan catatan imunisasi saya?,imunisasi_tracker
Cek status imunisasi ibu hamil saya,imunisasi_tracker
Tolong tampilkan imunisasi apa saja yang sudah saya dapat,imunisasi_tracker
Saya ingin melihat jadwal dan riwayat imunisasi saya,imunisasi_tracker
Apakah ada catatan tentang imunisasi TT2 saya?,imunisasi_tracker
Perlihatkan riwayat vaksin kehamilan,imunisasi_tracker
Saya mau cek catatan imunisasi TT yang sudah dilakukan,imunisasi_tracker
Tolong cek dosis imunisasi terakhir saya,imunisasi_tracker
Lihat data pemberian imunisasi ibu hamil,imunisasi_tracker
Saya ingin memeriksa imunisasi yang sudah diterima,imunisasi_tracker
Apa saja imunisasi yang sudah masuk di rekam medis saya?,imunisasi_tracker
Saya ingin mengetahui catatan vaksinasi TT1,imunisasi_tracker
Tolong perlihatkan imunisasi yang sudah diberikan saat hamil,imunisasi_tracker
Cek daftar imunisasi yang sudah pernah dilakukan,imunisasi_tracker
Bisakah saya tahu dosis keberapa yang terakhir saya dapat?,imunisasi_tracker
Saya ingin tahu riwayat imunisasi lengkap,imunisasi_tracker
Tampilkan informasi vaksin yang pernah diberikan,imunisasi_tracker
Saya ingin mengecek riwayat imunisasi TT dan COVID-19,imunisasi_tracker
Cek detail catatan imunisasi ibu hamil,imunisasi_tracker
Apakah vaksin TT saya sudah tercatat?,imunisasi_tracker
Saya ingin melihat dosis imunisasi yang sudah saya jalani,imunisasi_tracker
Tolong tampilkan riwayat pemberian vaksin saya,imunisasi_tracker
Saya mau tahu imunisasi apa saja yang sudah diberikan,imunisasi_tracker
Apakah ada riwayat imunisasi untuk kehamilan saya?,imunisasi_tracker
Saya ingin cek catatan imunisasi dosis keberapa,imunisasi_tracker
Tolong tampilkan riwayat imunisasi ibu hamil,imunisasi_tracker
Saya ingin memantau catatan imunisasi saya,imunisasi_tracker
Periksa catatan imunisasi di sistem,imunisasi_tracker
Saya sudah dapat imunisasi TT berapa kali ya?,imunisasi_tracker
Lihat riwayat imunisasi hamil saya,imunisasi_tracker
Imunisasi TT saya terakhir kapan?,imunisasi_tracker
Ada catatan imunisasi COVID-19 untuk saya gak?,imunisasi_tracker
Coba cek dosis imunisasi yang sudah saya terima,imunisasi_tracker
Riwayat pemberian imunisasi ibu hamil saya dong,imunisasi_tracker
Berapa kali saya sudah dapat suntikan TT?,imunisasi_tracker
Tampilkan imunisasi ibu hamil yang sudah saya jalani,imunisasi_tracker
Saya mau lihat catatan imunisasi selama kehamilan,imunisasi_tracker
Kapan terakhir kali saya dapat imunisasi hamil?,imunisasi_tracker
Catatan imunisasi saya ada apa aja ya?,imunisasi_tracker
Lihatkan imunisasi COVID-19 yang pernah saya ambil,imunisasi_tracker
Imunisasi TT1 saya sudah tercatat belum?,imunisasi_tracker
Saya mau tahu jadwal imunisasi terakhir saya,imunisasi_tracker
Tolong tampilkan riwayat imunisasi dosis keberapa saja,imunisasi_tracker
Imunisasi hamil saya sudah lengkap belum?,imunisasi_tracker
Saya ingin melihat semua catatan imunisasi hamil,imunisasi_tracker
Coba cek imunisasi TT2 saya sudah ada belum,imunisasi_tracker
Tampilkan data imunisasi saya selama kehamilan,imunisasi_tracker
Saya ingin tahu riwayat imunisasi yang sudah masuk,imunisasi_tracker
Imunisasi ibu hamil yang saya dapat terakhir apa ya?,imunisasi_tracker
Apa saya sudah pernah imunisasi COVID waktu hamil?,imunisasi_tracker
Berapa kali imunisasi yang sudah saya terima?,imunisasi_tracker
Riwayat imunisasi TT saya gimana ya?,imunisasi_tracker
Lihat imunisasi dosis saya yang sudah tercatat,imunisasi_tracker
Tolong tunjukkan riwayat imunisasi hamil saya,imunisasi_tracker
Saya ingin tahu catatan pemberian vaksin hamil,imunisasi_tracker
Kapan saya dapat imunisasi TT terakhir?,imunisasi_tracker
Tolong tampilkan imunisasi hamil saya lengkap,imunisasi_tracker
Saya mau lihat daftar imunisasi yang sudah diberikan,imunisasi_tracker
Riwayat imunisasi hamil saya tolong ditampilkan,imunisasi_tracker
Saya pengen tahu dosis ke berapa yang sudah saya dapat,imunisasi_tracker
Cek catatan imunisasi COVID-19 saya,imunisasi_tracker
Imunisasi TT1 dan TT2 saya sudah masuk sistem?,imunisasi_tracker
Tolong buka data imunisasi ibu hamil saya,imunisasi_tracker
Ada catatan imunisasi saya yang bisa ditampilkan?,imunisasi_tracker
Coba tunjukkan imunisasi hamil yang pernah saya jalani,imunisasi_tracker
Imunisasi ibu hamil yang tercatat di sistem apa aja?,imunisasi_tracker
Saya ingin melihat riwayat vaksinasi hamil saya,imunisasi_tracker
Lihatkan daftar imunisasi saya saat hamil,imunisasi_tracker
Kapan saja saya menerima imunisasi selama kehamilan?,imunisasi_tracker
Catatan imunisasi dosis keberapa sudah ada?,imunisasi_tracker
Saya ingin tahu imunisasi hamil saya yang sudah terdata,imunisasi_tracker
Riwayat imunisasi TT dan COVID-19 saya dong,imunisasi_tracker
Tolong tampilkan data imunisasi yang pernah saya terima,imunisasi_tracker
Berapa kali saya sudah imunisasi selama hamil?,imunisasi_tracker
Saya ingin melihat catatan imunisasi ibu hamil saya,imunisasi_tracker
Imunisasi saya selama kehamilan bisa ditampilkan?,imunisasi_tracker
Lihatkan data imunisasi saya termasuk efek sampingnya,imunisasi_tracker
Tolong tunjukkan riwayat imunisasi ibu hamil saya,imunisasi_tracker
Saya ingin lihat catatan imunisasi TT dan COVID-19,imunisasi_tracker
Ada data imunisasi ibu hamil terbaru?,imunisasi_tracker
Cekkan dosis imunisasi TT yang sudah diberikan,imunisasi_tracker
Bagaimana catatan imunisasi kehamilan saya?,imunisasi_tracker
Saya mau tahu jadwal imunisasi yang sudah dijalani,imunisasi_tracker
Tampilkan imunisasi TT1 dan TT2 saya,imunisasi_tracker
Ada riwayat vaksin COVID untuk ibu hamil saya?,imunisasi_tracker
Saya ingin melihat imunisasi kehamilan yang tercatat,imunisasi_tracker
Tolong tampilkan data imunisasi TT selama hamil,imunisasi_tracker
Bisa tampilkan imunisasi ibu hamil dosis ke berapa saja?,imunisasi_tracker
Saya mau cek imunisasi TT2 sudah masuk atau belum,imunisasi_tracker
Ada catatan imunisasi terakhir ibu hamil saya?,imunisasi_tracker
Coba tampilkan imunisasi COVID-19 untuk ibu hamil,imunisasi_tracker
Bagaimana riwayat vaksinasi selama kehamilan?,imunisasi_tracker
Tolong perlihatkan imunisasi ibu hamil yang tersimpan,imunisasi_tracker
Saya ingin tahu imunisasi terakhir yang diberikan,imunisasi_tracker
Tampilkan detail imunisasi TT untuk ibu hamil,imunisasi_tracker
Ada jadwal imunisasi ibu hamil yang sudah dilakukan?,imunisasi_tracker
Cek riwayat vaksin ibu hamil saya,imunisasi_tracker
Saya perlu tahu catatan imunisasi kehamilan,imunisasi_tracker
Apakah saya sudah mendapat imunisasi TT lengkap?,imunisasi_tracker
"Perlihatkan imunisasi TT1, TT2 yang sudah dicatat",imunisasi_tracker
Tolong tunjukkan semua imunisasi ibu hamil,imunisasi_tracker
Saya ingin melihat vaksin COVID-19 pada ibu hamil,imunisasi_tracker
Ada catatan dosis imunisasi yang saya dapatkan?,imunisasi_tracker
Saya ingin mengecek imunisasi terakhir pada kehamilan,imunisasi_tracker
Coba tampilkan data imunisasi hamil saya,imunisasi_tracker
Apakah ada catatan vaksin COVID-19 untuk ibu hamil?,imunisasi_tracker
Tampilkan riwayat imunisasi ibu hamil secara lengkap,imunisasi_tracker
Bisakah saya melihat dosis imunisasi TT yang sudah diberikan?,imunisasi_tracker
Saya ingin mengetahui imunisasi ibu hamil yang tercatat,imunisasi_tracker
Tolong cek imunisasi yang diberikan selama hamil,imunisasi_tracker
Saya ingin tahu vaksinasi kehamilan terakhir,imunisasi_tracker
Ada data imunisasi COVID-19 pada ibu hamil saya?,imunisasi_tracker
Saya mau lihat riwayat imunisasi TT saya,imunisasi_tracker
Coba tampilkan catatan vaksin ibu hamil,imunisasi_tracker
Tolong perlihatkan imunisasi TT2 yang sudah diberikan,imunisasi_tracker
Saya ingin cek catatan imunisasi lengkap,imunisasi_tracker
Ada catatan imunisasi ibu hamil di sistem?,imunisasi_tracker
Tolong tampilkan imunisasi ibu hamil dosis ke berapa saja,imunisasi_tracker
Saya mau cek imunisasi terakhir di kehamilan ini,imunisasi_tracker
Cek vaksin COVID-19 yang sudah saya dapatkan saat hamil,imunisasi_tracker
Tampilkan imunisasi TT dan catatan efek sampingnya,imunisasi_tracker
Ada riwayat imunisasi yang bisa saya lihat?,imunisasi_tracker
